title,in_office,last_name,first_name,middle_name,suffix,nickname,full_name,birthdate,gender,state,district,senate_class,party,official_url,wikipedia_id,lis_id,govtrack_id,thomas_id,bioguide_id,fec_ids
Sen,False,McMahon,Brien,,,,,1903-10-06,M,CT,,3,Democrat,,Brien McMahon,,407551,,M000559,
Rep.,False,McMullen,Chester,Bartow,,,,1902-12-06,M,FL,01,,Democrat,,Chester B. McMullen,,407568,,M000577,
Rep.,False,Mitchell,Hugh,Burnton,,,,1907-03-22,M,WA,01,,Democrat,,Hugh Mitchell (politician),,407789,,M000814,
Sen,False,Moody,Arthur,Edson Blair,,,,1902-02-13,M,MI,,1,Democrat,,Blair Moody,,407850,,M000878,
Rep.,False,O’Toole,Donald,Lawrence,,,,1902-08-01,M,NY,13,,Democrat,,Donald Lawrence O'Toole,,408312,,O000133,
Rep.,False,Pickett,Thomas,Augustus,,,,1906-08-14,M,TX,07,,Democrat,,Tom Pickett,,408724,,P000327,
Rep.,False,Quinn,Thomas,Vincent,,,,1903-03-16,M,NY,05,,Democrat,,T. Vincent Quinn,,408983,,Q000021,
Rep.,False,Redden,Monroe,Minor,,,,1901-09-24,M,NC,12,,Democrat,,Monroe Minor Redden,,409083,,R000104,
Rep.,False,Ross,Robert,Tripp,,,,1903-06-04,M,NY,05,,Republican,,Robert Tripp Ross,,409417,,R000453,
Rep.,False,Scott,Hardie,,,,,1907-06-07,M,PA,03,,Republican,,Hardie Scott,,409678,,S000172,
Sen,False,Seaton,Frederick,Andrew,,,,1909-12-11,M,NE,,2,Republican,,Fred A. Seaton,,409719,,S000214,
Rep.,False,Sittler,Edward,Lewis,Jr.,,,1908-04-21,M,PA,23,,Republican,,Edward L. Sittler Jr.,,409953,,S000461,
Rep.,False,Stockman,Lowell,,,,,1901-04-12,M,OR,02,,Republican,,Lowell Stockman,,410395,,S000936,
Rep.,False,Tackett,Boyd,Anderson,,,,1911-05-09,M,AR,04,,Democrat,,Boyd Anderson Tackett,,410595,,T000005,
Sen,False,Welker,Herman,,,,,1906-12-11,M,ID,,3,Republican,,Herman Welker,,411435,,W000269,
Rep.,False,Werdel,Thomas,Harold,,,,1905-09-13,M,CA,10,,Republican,,Thomas H. Werdel,,411462,,W000298,
Rep.,False,Whitaker,John,Albert,,,,1901-10-31,M,KY,02,,Democrat,,John A. Whitaker,,411510,,W000348,
Sen,False,Potter,Charles,Edward,,,,1916-10-30,M,MI,,1,Republican,,Charles E. Potter,,408847,,P000460,
Rep.,False,Battle,Laurie,Calvin,,,,1912-05-10,M,AL,09,,Democrat,,Laurie C. Battle,,401237,,B000242,
Rep.,False,Bonin,Edward,John,,,,1904-12-23,M,PA,11,,Republican,,Edward J. Bonin,,401584,,B000618,
Rep.,False,Bramblett,Ernest,King,,,,1901-04-25,M,CA,13,,Republican,,Ernest K. Bramblett,,401721,,B000762,
Rep.,False,Condon,Robert,Likens,,,,1912-11-10,M,CA,06,,Democrat,,Robert Condon,,402800,,C000674,
Sen,False,Daniel,Marion,Price,,,,1910-10-10,M,TX,,1,Democrat,,Price Daniel,,403176,,D000036,
Rep.,False,Hagen,Harold,Christian,,,,1901-11-10,M,MN,09,,Republican,,Harold Hagen,,404899,,H000014,
Rep.,False,Heller,Louis,Benjamin,,,,1905-02-10,M,NY,08,,Democrat,,Louis B. Heller,,405325,,H000460,
Rep.,False,Hillelson,Jeffrey,Paul,,,,1919-03-09,M,MO,04,,Republican,,Jeffrey Paul Hillelson,,405475,,H000616,
Rep.,False,Howell,Charles,Robert,,,,1904-04-23,M,NJ,04,,Democrat,,Charles R. Howell,,405705,,H000858,
Rep.,False,Hunter,Allan,Oakley,,,,1916-06-15,M,CA,12,,Republican,,Allan O. Hunter,,405823,,H000979,
Sen,False,Jenner,William,Ezra,,,,1908-07-21,M,IN,,1,Republican,,William E. Jenner,,405995,,J000093,
Rep.,False,Kersten,Charles,Joseph,,,,1902-05-26,M,WI,05,,Republican,,Charles J. Kersten,,406314,,K000150,
Sen,False,Knowland,William,Fife,,,,1908-06-26,M,CA,,1,Republican,,William F. Knowland,,406448,,K000292,
Rep.,False,Lantaff,William,Courtland,,,,1913-07-31,M,FL,04,,Democrat,,William C. Lantaff,,406598,,L000089,
Rep.,False,Lucas,Wingate,Hezekiah,,,,1908-05-01,M,TX,12,,Democrat,,Wingate H. Lucas,,406983,,L000496,
Rep.,False,Lyle,John,Emmett,Jr.,,,1910-09-04,M,TX,14,,Democrat,,John E. Lyle Jr.,,407009,,L000525,
Sen,False,McCarthy,Joseph,Raymond,,,,1908-11-14,M,WI,,1,Republican,,Joseph McCarthy,,407327,,M000315,
Rep.,False,Merrill,D.,Bailey,,,,1912-11-22,M,IN,08,,Republican,,D. Bailey Merrill,,407642,,M000656,
Rep.,False,O’Brien,George,Donoghue,,,,1900-01-01,M,MI,13,,Democrat,,George D. O'Brien,,408260,,O000009,
Rep.,False,Oakman,Charles,Gibb,,,,1903-09-04,M,MI,17,,Republican,,Charles G. Oakman,,408316,,O000004,
Rep.,False,Patten,Harold,Ambrose,,,,1907-10-06,M,AZ,02,,Democrat,,Harold Patten,,408515,,P000107,
Sen,False,Payne,Frederick,George,,,,1904-07-24,M,ME,,1,Republican,,Frederick G. Payne,,408554,,P000150,
Rep.,False,Roosevelt,Franklin,Delano,Jr.,,,1914-08-17,M,NY,20,,Democrat,,Franklin Delano Roosevelt Jr.,,409390,,R000425,
Rep.,False,Stringfellow,Douglas,R.,,,,1922-09-24,M,UT,01,,Republican,,Douglas R. Stringfellow,,410463,,S001006,
Rep.,False,Sutton,James,Patrick,,,,1915-10-31,M,TN,06,,Democrat,,James Patrick Sutton,,410540,,S001087,
Rep.,False,Warburton,Herbert,Birchby,,,,1916-09-21,M,DE,00,,Republican,,Herbert Warburton,,411298,,W000123,
Rep.,False,Wheeler,William,McDonald,,Don,,1915-07-11,M,GA,08,,Democrat,,William McDonald Wheeler,,411504,,W000342,
Rep.,False,Wilson,Joseph,Franklin,,,,1901-03-18,M,TX,05,,Democrat,,Joseph Franklin Wilson,,411759,,W000604,
Rep.,False,Yorty,Samuel,William,,,,1909-10-01,M,CA,26,,Democrat,,Sam Yorty,,411958,,Y000024,
Sen,False,Brown,Ernest,S.,,,,1903-09-25,M,NV,,3,Republican,,Ernest S. Brown,,401869,,B000913,
Rep.,False,Bell,John,Junior,,,,1910-05-15,M,TX,14,,Democrat,,John J. Bell,,401334,,B000342,
Rep.,False,Buchanan,Vera,Daerr,,,,1902-07-20,F,PA,30,,Democrat,,Vera Buchanan,,401959,,B001009,
Rep.,False,Burnside,Maurice,Gwinn,,,,1902-08-23,M,WV,04,,Democrat,,Maurice G. Burnside,,402075,,B001131,
Rep.,False,Coon,Samuel,Harrison,,,,1903-04-15,M,OR,02,,Republican,,Sam Coon,,402864,,C000743,
Rep.,False,Crumpacker,Shepard,J.,Jr.,,,1917-02-13,M,IN,03,,Republican,,Shepard J. Crumpacker Jr.,,403072,,C000960,
Rep.,False,Davidson,Irwin,Delmore,,,,1906-01-02,M,NY,20,,Democrat,,Irwin D. Davidson,,403220,,D000083,
Rep.,False,Fernández,Antonio,Manuel,,,,1902-01-17,M,NM,00,,Democrat,,Antonio M. Fernández,,404043,,F000085,
Rep.,False,Fine,Sidney,Asher,,,,1903-09-14,M,NY,22,,Democrat,,Sidney A. Fine,,404081,,F000126,
Rep.,False,Fjare,Orvin,Benonie,,,,1918-04-16,M,MT,02,,Republican,,Orvin B. Fjare,,404134,,F000179,
Sen,False,Frear,Joseph,Allen,Jr.,,,1903-03-07,M,DE,,2,Democrat,,J. Allen Frear Jr.,,404303,,F000356,
Rep.,False,Hand,Thomas,Millet,,,,1902-07-07,M,NJ,02,,Republican,,T. Millet Hand,,405036,,H000154,
Rep.,False,Jones,Woodrow,Wilson,,,,1914-01-26,M,NC,11,,Democrat,,Woodrow W. Jones,,406155,,J000263,
Rep.,False,Klein,Arthur,George,,,,1904-08-08,M,NY,19,,Democrat,,Arthur George Klein,,406419,,K000261,
Rep.,False,Lovre,Harold,Orrin,,,,1904-01-30,M,SD,01,,Republican,,Harold Lovre,,406957,,L000468,
Rep.,False,Murray,James,Cunningham,,,,1917-05-16,M,IL,03,,Democrat,,James C. Murray,,408071,,M001107,
Rep.,False,Nelson,Charles,Pembroke,,,,1907-07-02,M,ME,02,,Republican,,Charles P. Nelson (congressman),,408122,,N000031,
Sen,False,Neuberger,Richard,Lewis,,,,1912-12-26,M,OR,,2,Democrat,,Richard L. Neuberger,,408141,,N000053,
Rep.,False,Priest,James,Percy,,,,1900-04-01,M,TN,05,,Democrat,,Percy Priest,,408920,,P000536,
Rep.,False,Tumulty,Thomas,James,,,,1913-03-02,M,NJ,14,,Democrat,,T. James Tumulty,,410977,,T000408,
Rep.,False,Velde,Harold,Himmel,,,,1910-04-01,M,IL,18,,Republican,,Harold H. Velde,,411138,,V000082,
Rep.,False,Young,Clarence,Clifton,,,,1922-11-07,M,NV,00,,Republican,,Clarence Clifton Young,,411965,,Y000032,
Sen,False,Laird,William,Ramsey,III,,,1916-06-02,M,WV,,1,Democrat,,William R. Laird III,,406535,,L000025,
Sen,False,Wofford,Thomas,Albert,,,,1908-09-27,M,SC,,2,Democrat,,Thomas A. Wofford,,411819,,W000666,
Rep.,False,Brownson,Charles,Bruce,,,,1914-02-05,M,IN,11,,Republican,,Charles B. Brownson,,401916,,B000964,
Rep.,False,Carrigg,Joseph,Leonard,,,,1901-02-23,M,PA,10,,Republican,,Joseph L. Carrigg,,402329,,C000182,
Sen,False,Carroll,John,Albert,,,,1901-07-30,M,CO,,3,Democrat,,John A. Carroll,,402336,,C000189,
Rep.,False,Chudoff,Earl,,,,,1907-11-15,M,PA,04,,Democrat,,Earl Chudoff,,402525,,C000386,
Rep.,False,Cole,William,Sterling,,,,1904-04-18,M,NY,37,,Republican,,W. Sterling Cole,,402746,,C000617,
Rep.,False,Dawson,William,Adams,,,,1903-11-05,M,UT,02,,Republican,,William A. Dawson,,403288,,D000155,
Rep.,False,Dellay,Vincent,John,,,,1907-06-23,M,NJ,14,,Democrat,,Vincent J. Dellay,,403361,,D000219,
Rep.,False,Dennison,David,Short,,,,1918-07-29,M,OH,11,,Republican,,David S. Dennison Jr.,,403384,,D000246,
Rep.,False,Devereux,James,Patrick Sinnott,,,,1903-02-20,M,MD,02,,Republican,,James Devereux,,403410,,D000278,
Rep.,False,Dies,Martin,,Jr.,,,1900-11-05,M,TX,00,,Democrat,,Martin Dies Jr.,,403456,,D000338,
Rep.,False,George,Myron,Virgil,,,,1900-01-06,M,KS,03,,Republican,,Myron V. George,,404499,,G000129,
Rep.,False,Haskell,Harry,Garner,Jr.,,,1921-05-27,M,DE,00,,Republican,,Harry G. Haskell Jr.,,405191,,H000318,
Sen,False,Hennings,Thomas,Carey,Jr.,,,1903-06-25,M,MO,,3,Democrat,,Thomas C. Hennings Jr.,,405365,,H000502,
Rep.,False,Heselton,John,Walter,,,,1900-03-17,M,MA,01,,Republican,,John W. Heselton,,405411,,H000549,
Rep.,False,Hillings,Patrick,Jerome,,,,1923-02-19,M,CA,25,,Republican,,Patrick J. Hillings,,405481,,H000623,
Rep.,False,Holmes,Otis,Halbert,,,,1902-02-22,M,WA,04,,Republican,,Hal Holmes,,405591,,H000740,
Rep.,False,Hyde,DeWitt,Stephen,,,,1909-03-21,M,MD,06,,Republican,,DeWitt Hyde,,405858,,H001021,
Rep.,False,Knutson,Coya,Gjesdal,,,,1912-08-22,F,MN,09,,Democrat,,Coya Knutson,,406456,,K000300,
Rep.,False,Latham,Henry,Jepson,,,,1908-12-10,M,NY,04,,Republican,,Henry J. Latham,,406615,,L000108,
Rep.,False,May,Edwin,Hyland,Jr.,,,1924-05-28,M,CT,01,,Republican,,Edwin H. May Jr.,,407292,,M000274,
Rep.,False,McConnell,Samuel,Kerns,Jr.,,,1901-04-06,M,PA,13,,Republican,,Samuel K. McConnell Jr.,,407362,,M000354,
Rep.,False,McIntosh,Robert,John,,,,1922-09-16,M,MI,07,,Republican,,Robert J. McIntosh,,407479,,M000483,
Rep.,False,Morano,Albert,Paul,,,,1908-01-18,M,CT,04,,Republican,,Albert P. Morano,,407904,,M000935,
Rep.,False,Nimtz,F.,Jay,,,,1915-12-01,M,IN,03,,Republican,,F. Jay Nimtz,,408194,,N000110,
Rep.,False,Patterson,James,Thomas,,,,1908-10-20,M,CT,05,,Republican,,James T. Patterson,,408527,,P000119,
Rep.,False,Radwan,Edmund,Patrick,,,,1911-09-22,M,NY,41,,Republican,,Edmund P. Radwan,,408991,,R000008,
Rep.,False,Robsion,John,Marshall,Jr.,,,1904-08-28,M,KY,03,,Republican,,John M. Robsion Jr.,,409330,,R000359,
Rep.,False,Sadlak,Antoni,Nicholas,,,,1908-06-13,M,CT,00,,Republican,,Antoni Sadlak,,409529,,S000009,
Rep.,False,Sheehan,Timothy,Patrick,,,,1909-02-21,M,IL,11,,Republican,,Timothy P. Sheehan,,409813,,S000315,
Rep.,False,Sieminski,Alfred,Dennis,,,,1911-08-23,M,NJ,13,,Democrat,,Alfred Dennis Sieminski,,409899,,S000405,
Rep.,False,Tewes,Donald,Edgar,,,,1916-08-04,M,WI,02,,Republican,,Donald Edgar Tewes,,410721,,T000139,
Sen,False,Hoblitzell,John,Dempsey,Jr.,,,1912-12-30,M,WV,,2,Republican,,John D. Hoblitzell Jr.,,405520,,H000665,
Rep.,False,Anderson,LeRoy,Hagen,,,,1906-02-02,M,MT,02,,Democrat,,LeRoy H. Anderson,,400855,,A000200,
Rep.,False,Barr,Joseph,Walker,,,,1918-01-17,M,IN,11,,Democrat,,Joseph W. Barr,,401171,,B000170,
Rep.,False,Baumhart,Albert,David,Jr.,,,1908-06-15,M,OH,13,,Republican,,Albert David Baumhart Jr.,,401239,,B000245,
Rep.,False,Bentley,Alvin,Morell,,,,1918-08-30,M,MI,08,,Republican,,Alvin Morell Bentley,,401382,,B000391,
Rep.,False,Bosch,Albert,Henry,,,,1908-10-30,M,NY,05,,Republican,,Albert H. Bosch,,401610,,B000646,
Rep.,False,Bowles,Chester,Bliss,,,,1901-04-05,M,CT,02,,Democrat,,Chester Bowles,,401661,,B000699,
Rep.,False,Boyle,Charles,Augustus,,,,1907-08-13,M,IL,12,,Democrat,,Charles A. Boyle,,401687,,B000727,
Rep.,False,Brock,Lawrence,,,,,1906-08-16,M,NE,03,,Democrat,,Lawrence Brock,,401806,,B000849,
Rep.,False,Brown,Charles,Harrison,,,,1920-10-22,M,MO,07,,Democrat,,Charles Harrison Brown,,401865,,B000908,
Rep.,False,Budge,Hamer,Harold,,,,1910-11-21,M,ID,02,,Republican,,Hamer H. Budge,,401985,,B001035,
Rep.,False,Burns,John,Anthony,,,,1909-03-30,M,HI,00,,Democrat,,John A. Burns,,402071,,B001127,
Rep.,False,Carter,Steven,V.,,,,1915-10-08,M,IA,04,,Democrat,,Steven V. Carter,,402345,,C000199,
Rep.,False,Coffin,Frank,Morey,,,,1919-07-11,M,ME,02,,Democrat,,Frank M. Coffin,,402718,,C000589,
Rep.,False,Dollinger,Isidore,,,,,1903-11-13,M,NY,23,,Democrat,,Isidore Dollinger,,403516,,D000402,
Rep.,False,Dorn,Francis,Edwin,,,,1911-04-18,M,NY,12,,Republican,,Francis E. Dorn,,403543,,D000433,
Rep.,False,Elliott,Douglas,Hemphill,,,,1921-06-03,M,PA,18,,Republican,,Douglas Hemphill Elliott,,403812,,E000121,
Sen,False,Engle,Clair,,,,,1911-09-21,M,CA,,1,Democrat,,Clair Engle,,403870,,E000181,
Rep.,False,Flynn,Gerald,Thomas,,,,1910-10-07,M,WI,01,,Democrat,,Gerald T. Flynn,,404182,,F000227,
Rep.,False,Foley,John,Robert,,,,1917-10-16,M,MD,06,,Democrat,,John R. Foley,,404192,,F000237,
Rep.,False,George,Newell,Adolphus,,,,1904-09-24,M,KS,02,,Democrat,,Newell A. George,,404500,,G000130,
Rep.,False,Hall,David,McKee,,,,1918-05-16,M,NC,12,,Democrat,,David McKee Hall,,404933,,H000048,
Rep.,False,Hargis,Denver,David,,,,1921-07-22,M,KS,03,,Democrat,,Denver David Hargis,,405084,,H000204,
Rep.,False,Harmon,Randall,S.,,,,1903-07-19,M,IN,10,,Democrat,,Randall S. Harmon,,405094,,H000216,
Rep.,False,Henderson,John,Earl,,,,1917-01-04,M,OH,15,,Republican,,John E. Henderson,,405347,,H000484,
Rep.,False,Hogan,Earl,Lee,,,,1920-03-13,M,IN,09,,Democrat,,Earl Hogan,,405543,,H000690,
Rep.,False,Holt,Joseph,Franklin,III,,,1924-07-06,M,CA,22,,Republican,,Joseph F. Holt,,405597,,H000746,
Rep.,False,Jackson,Donald,Lester,,,,1910-01-23,M,CA,16,,Republican,,Donald L. Jackson,,405915,,J000008,
Rep.,False,Johnson,Byron,Lindberg,,,,1917-10-12,M,CO,02,,Democrat,,Byron L. Johnson,,406020,,J000119,
Rep.,False,Kasem,George,Albert,,,,1919-04-06,M,CA,25,,Democrat,,George A. Kasem,,406187,,K000015,
Sen,False,Keating,Kenneth,Barnard,,,,1900-05-18,M,NY,,1,Republican,,Kenneth Keating,,406206,,K000036,
Rep.,False,Lafore,John,Armand,Jr.,,,1905-05-25,M,PA,13,,Republican,,John A. Lafore Jr.,,406528,,L000018,
Rep.,False,Levering,Robert,Woodrow,,,,1914-10-03,M,OH,17,,Democrat,,Robert W. Levering,,406763,,L000260,
Rep.,False,McGinley,Donald,Francis,,,,1920-06-30,M,NE,04,,Democrat,,Donald McGinley,,407448,,M000449,
Rep.,False,Meyer,William,Henry,,,,1914-12-29,M,VT,00,,Democrat,,William H. Meyer,,407667,,M000682,
Rep.,False,Miller,Ward,MacLaughlin,,,,1902-11-29,M,OH,06,,Republican,,Ward Miller,,407737,,M000759,
Rep.,False,Mitchell,Harlan,Erwin,,,,1924-08-17,M,GA,07,,Democrat,,Harlan Erwin Mitchell,,407787,,M000812,
Rep.,False,Porter,Charles,Orlando,,,,1919-04-04,M,OR,04,,Democrat,,Charles O. Porter,,408830,,P000439,
Rep.,False,Preston,Prince,Hulon,Jr.,,,1908-07-05,M,GA,01,,Democrat,,Prince Hulon Preston Jr.,,408901,,P000516,
Rep.,False,Prokop,Stanley,A.,,,,1909-07-29,M,PA,10,,Democrat,,Stanley A. Prokop,,408933,,P000549,
Rep.,False,Quigley,James,Michael,,,,1918-03-30,M,PA,19,,Democrat,,James M. Quigley,,408975,,Q000012,
Rep.,False,Simpson,Richard,Murray,,,,1900-08-30,M,PA,18,,Republican,,Richard M. Simpson,,409930,,S000436,
Rep.,False,Taylor,Dean,Park,,,,1902-01-01,M,NY,31,,Republican,,Dean P. Taylor,,410655,,T000070,
Rep.,False,Teller,Ludwig,,,,,1911-06-22,M,NY,20,,Democrat,,Ludwig Teller,,410700,,T000118,
Rep.,False,Thomson,Edwin,Keith,,,,1919-02-08,M,WY,00,,Republican,,Edwin Keith Thomson,,410808,,T000229,
Rep.,False,Wainwright,Stuyvesant,II,,,,1921-03-16,M,NY,01,,Republican,,Stuyvesant Wainwright,,411203,,W000024,
Rep.,False,Wampler,Fred,,,,,1909-10-15,M,IN,06,,Democrat,,Fred Wampler (Indiana),,411295,,W000120,
Rep.,False,Wolf,Leonard,George,,,,1925-10-29,M,IA,02,,Democrat,,Leonard G. Wolf,,411827,,W000675,
Sen,False,Neuberger,Maurine,Brown,,,,1907-01-09,F,OR,,2,Democrat,,Maurine Neuberger,,408140,,N000052,
Sen,False,Smith,Benjamin,A.,II,,,1916-03-26,M,MA,,1,Democrat,,Benjamin A. Smith II,,410001,,S000517,
Rep.,False,Addonizio,Hugh,Joseph,,,,1914-01-31,M,NJ,11,,Democrat,,Hugh Joseph Addonizio,,400715,,A000054,
Rep.,False,Alexander,Hugh,Quincy,,,,1911-08-07,M,NC,09,,Democrat,,Hugh Quincy Alexander,,400752,,A000094,
Rep.,False,Alford,Thomas,Dale,,,,1916-01-28,M,AR,05,,Democrat,,Dale Alford,,400763,,A000105,
Rep.,False,Anfuso,Victor,L’Episcopo,,,,1905-03-10,M,NY,08,,Democrat,,Victor Anfuso,,400891,,A000255,
Rep.,False,Bass,Perkins,,,,,1912-10-06,M,NH,02,,Republican,,Perkins Bass,,401218,,B000222,
Rep.,False,Blitch,Iris,Faircloth,,,,1912-04-25,F,GA,08,,Democrat,,Iris Faircloth Blitch,,401535,,B000561,
Rep.,False,Breeding,James,Floyd,,,,1901-09-28,M,KS,05,,Democrat,,James Floyd Breeding,,401748,,B000791,
Rep.,False,Burke,Frank,Welsh,,,,1920-06-01,M,KY,03,,Democrat,,Frank W. Burke,,402036,,B001090,
Rep.,False,Coad,Merwin,,,,,1924-09-28,M,IA,06,,Democrat,,Merwin Coad,,402673,,C000540,
Rep.,False,Cook,Robert,Eugene,,,,1920-05-19,M,OH,11,,Democrat,,Robert E. Cook,,402847,,C000725,
Rep.,False,Dooley,Edwin,Benedict,,,,1905-04-13,M,NY,26,,Republican,,Edwin B. Dooley,,403537,,D000425,
Rep.,False,Garland,Peter,Adams,,,,1923-06-16,M,ME,01,,Republican,,Peter A. Garland,,404442,,G000069,
Rep.,False,Harrison,Burr,Powell,,,,1904-07-02,M,VA,07,,Democrat,,Burr Harrison,,405141,,H000264,
Sen,False,Hickey,John,Joseph,,,,1911-08-22,M,WY,,2,Democrat,,John J. Hickey,,405423,,H000561,
Rep.,False,Holtzman,Lester,,,,,1913-06-01,M,NY,06,,Democrat,,Lester Holtzman,,405604,,H000753,
Rep.,False,Ikard,Frank,Neville,,,,1913-01-30,M,TX,13,,Democrat,,Frank N. Ikard,,405869,,I000007,
Rep.,False,Johnson,Thomas,Francis,,,,1909-06-26,M,MD,01,,Democrat,,Thomas Francis Johnson,,406072,,J000176,
Rep.,False,Kearns,Carroll,Dudley,,,,1900-05-07,M,PA,24,,Republican,,Carroll D. Kearns,,406202,,K000032,
Sen,False,Kefauver,Carey,Estes,,,,1903-07-26,M,TN,,2,Democrat,,Estes Kefauver,,406214,,K000044,
Rep.,False,Kilday,Paul,Joseph,,,,1900-03-29,M,TX,20,,Democrat,,Paul J. Kilday,,406335,,K000171,
Rep.,False,Kitchin,Alvin,Paul,,,,1908-09-13,M,NC,08,,Democrat,,Alvin Paul Kitchin,,406408,,K000249,
Rep.,False,Kowalski,Frank,,,,,1907-10-18,M,CT,00,,Democrat,,Frank Kowalski,,406474,,K000320,
Rep.,False,Mack,Peter,Francis,Jr.,,,1916-11-01,M,IL,21,,Democrat,,Peter F. Mack Jr.,,407048,,M000020,
Rep.,False,Magnuson,Donald,Hammer,,,,1911-03-07,M,WA,07,,Democrat,,Donald H. Magnuson,,407080,,M000052,
Rep.,False,Marshall,Fred,,,,,1906-03-13,M,MN,06,,Democrat,,Fred Marshall (American politician),,407174,,M000152,
Rep.,False,McSween,Harold,Barnett,,,,1926-07-19,M,LA,08,,Democrat,,Harold B. McSween,,407594,,M000605,
Rep.,False,McVey,Walter,Lewis,Jr.,,,1922-02-19,M,KS,03,,Republican,,Walter Lewis McVey Jr.,,407597,,M000608,
Rep.,False,Merrow,Chester,Earl,,,,1906-11-15,M,NH,01,,Republican,,Chester Earl Merrow,,407650,,M000664,
Rep.,False,Miller,Clement,Woodnutt,,,,1916-10-28,M,CA,01,,Democrat,,Clement Woodnutt Miller,,407701,,M000719,
Rep.,False,Moulder,Morgan,Moore,,,,1904-08-31,M,MO,11,,Democrat,,Morgan M. Moulder,,408012,,M001045,
Sen,False,Murphy,Maurice,J.,Jr.,,,1927-10-03,M,NH,,2,Republican,,Maurice J. Murphy Jr.,,408064,,M001100,
Rep.,False,Norrell,Catherine,Dorris,,,,1901-03-30,F,AR,06,,Democrat,,Catherine Dorris Norrell,,408220,,N000136,
Rep.,False,Peterson,Morris,Blaine,,,,1906-03-26,M,UT,01,,Democrat,,M. Blaine Peterson,,408665,,P000264,
Rep.,False,Pfost,Gracie,Bowers,,,,1906-03-12,F,ID,01,,Democrat,,Gracie Pfost,,408687,,P000287,
Rep.,False,Rutherford,J.,T.,,,,1921-05-30,M,TX,16,,Democrat,,J. T. Rutherford,,409503,,R000547,
Rep.,False,Santangelo,Alfred,Edward,,,,1912-06-04,M,NY,18,,Democrat,,Alfred E. Santangelo,,409571,,S000057,
Rep.,False,Scherer,Gordon,Harry,,,,1906-12-26,M,OH,01,,Republican,,Gordon H. Scherer,,409628,,S000120,
Rep.,False,Scranton,William,Warren,,,,1917-07-19,M,PA,10,,Republican,,William Scranton,,409698,,S000193,
Rep.,False,Seely-Brown,Horace,,Jr.,,,1908-05-12,M,CT,02,,Republican,,Horace Seely-Brown Jr.,,409729,,S000224,
Rep.,False,Smith,Frank,Ellis,,,,1918-02-21,M,MS,03,,Democrat,,Frank E. Smith,,410016,,S000533,
Rep.,False,Udall,Stewart,Lee,,,,1920-01-31,M,AZ,02,,Democrat,,Stewart Udall,,411026,,U000002,
Rep.,False,Weaver,Phillip,Hart,,,,1919-04-09,M,NE,01,,Republican,,Phillip Hart Weaver,,411396,,W000228,
Rep.,False,Weis,Jessica,McCullough,,,,1901-07-08,F,NY,38,,Republican,,Jessica M. Weis,,411424,,W000256,
Rep.,False,Zelenko,Herbert,,,,,1906-03-16,M,NY,21,,Democrat,,Herbert Zelenko,,411996,,Z000003,
Sen,False,Kennedy,John,Fitzgerald,,,,1917-05-29,M,MA,,1,Democrat,,John F. Kennedy,,406274,,K000107,
Sen,False,Bottum,Joseph,H.,,,,1903-08-07,M,SD,,3,Republican,,Joseph H. Bottum,,401619,,B000656,
Sen,False,Mechem,Edwin,Leard,,,,1912-07-02,M,NM,,1,Republican,,Edwin L. Mechem,,407612,,M000623,
Rep.,False,Abele,Homer,E.,,,,1916-11-21,M,OH,10,,Republican,,Pete Abele,,400674,,A000011,
Rep.,False,Alger,Bruce,Reynolds,,,,1918-06-12,M,TX,05,,Republican,,Bruce Alger,,400764,,A000106,
Rep.,False,Avery,William,Henry,,,,1911-08-11,M,KS,02,,Republican,,William H. Avery (politician),,400997,,A000228,
Rep.,False,Baker,Howard,Henry,,,,1902-01-12,M,TN,02,,Republican,,Howard Baker Sr.,,401066,,B000062,
Rep.,False,Baker,Irene,Bailey,,,,1901-11-17,F,TN,02,,Republican,,Irene Baker,,401068,,B000064,
Rep.,False,Barry,Robert,Raymond,,,,1915-05-15,M,NY,25,,Republican,,Robert R. Barry,,401189,,B000190,
Rep.,False,Beermann,Ralph,Frederick,,,,1912-08-13,M,NE,01,,Republican,,Ralph F. Beermann,,401302,,B000310,
Rep.,False,Bennett,John,Bonifas,,,,1904-01-10,M,MI,12,,Republican,,John B. Bennett,,401369,,B000377,
Rep.,False,Bolton,Oliver,Payne,,,,1917-02-22,M,OH,11,,Republican,,Oliver P. Bolton,,401576,,B000608,
Sen,False,Brewster,Daniel,Baugh,,,,1923-11-23,M,MD,,3,Democrat,,Daniel Brewster,,401770,,B000813,
Rep.,False,Bromwell,James,Edward,,,,1920-03-26,M,IA,02,,Republican,,James E. Bromwell,,401824,,B000867,
Rep.,False,Bruce,Donald,Cogley,,,,1921-04-27,M,IN,11,,Republican,,Donald C. Bruce,,401921,,B000969,
Sen,False,Clark,Joseph,Sill,,,,1901-10-21,M,PA,,3,Democrat,,Joseph S. Clark Jr.,,402582,,C000444,
Rep.,False,Derounian,Steven,Boghos,,,,1918-04-06,M,NY,03,,Republican,,Steven Derounian,,403402,,D000266,
Sen,False,Edmondson,James,Howard,,,,1925-09-27,M,OK,,2,Democrat,,J. Howard Edmondson,,403750,,E000055,
Rep.,False,Elliott,Carl,Atwood,,,,1913-12-20,M,AL,00,,Democrat,,Carl Elliott,,403811,,E000120,
Rep.,False,Finnegan,Edward,Rowan,,,,1905-06-05,M,IL,09,,Democrat,,Edward Rowan Finnegan,,404090,,F000135,
