last_name,first_name,middle_name,suffix,nickname,full_name,birthday,gender,type,state,district,senate_class,party,url,address,phone,contact_form,rss_url,twitter,facebook,youtube,youtube_id,bioguide_id,thomas_id,opensecrets_id,lis_id,fec_ids,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id,in_office
Telfair,Thomas,,,,,1780-03-02,M,rep,GA,-1,,Republican,,,,,,,,,,T000115,,,,,,410697,,,,9245,Thomas Telfair,False
Thomas,Isaac,,,,,1784-11-04,M,rep,TN,3,,Republican,,,,,,,,,,T000169,,,,,,410750,,,,9295,Isaac Thomas,False
Throop,Enos,Thompson,,,,1784-08-21,M,rep,NY,20,,Republican,,,,,,,,,,T000247,,,,,,410825,,,,9364,Enos T. Throop,False
Tichenor,Isaac,,,,,1754-02-08,M,sen,VT,,1,Federalist,,,,,,,,,,T000264,,,,,,410838,,,,9378,Isaac Tichenor,False
Vose,Roger,,,,,1763-02-24,M,rep,NH,-1,,Federalist,,,,,,,,,,V000120,,,,,,411174,,,,9689,Roger Vose,False
Ward,Artemas,,Jr.,,,1762-01-09,M,rep,MA,1,,Federalist,,,,,,,,,,W000128,,,,,,411303,,,,9809,Artemas Ward Jr.,False
Ward,Jonathan,,,,,1768-09-21,M,rep,NY,3,,Republican,,,,,,,,,,W000136,,,,,,411311,,,,9817,Jonathan Ward (politician),False
Ward,Thomas,,,,,,M,rep,NJ,-1,,Republican,,,,,,,,,,W000141,,,,,,412183,,,,9821,Thomas Ward (New Jersey),False
Wheaton,Laban,,,,,1754-03-13,M,rep,MA,10,,Federalist,,,,,,,,,,W000329,,,,,,411491,,,,9983,Laban Wheaton,False
Wilcox,Jeduthun,,,,,1768-11-18,M,rep,NH,-1,,Federalist,,,,,,,,,,W000456,,,,,,411613,,,,10101,Jeduthun Wilcox,False
Williams,Jonathan,,,,,1750-05-20,M,rep,PA,-1,,,,,,,,,,,,W000523,,,,,,411680,,,,,Jonathan Williams (engineer),False
Willoughby,Westel,,Jr.,,,1769-11-20,M,rep,NY,17,,Republican,,,,,,,,,,W000565,,,,,,411721,,,,10207,"Westel Willoughby, Jr.",False
Wilson,James,Jefferson,,,,,M,sen,NJ,,1,Republican,,,,,,,,,,W000595,,,,,,411750,,,,10235,James J. Wilson,False
Wilson,Thomas,,,,,,M,rep,PA,15,,Republican,,,,,,,,,,W000616,,,,,,411770,,,,10254,Thomas Wilson (Pennsylvania),False
Woods,John,,,,,,M,rep,PA,14,,Federalist,,,,,,,,,,W000725,,,,,,411876,,,,10354,John Woods (Pennsylvania),False
Woodward,William,,,,,,M,rep,SC,5,,Republican,,,,,,,,,,W000733,,,,,,412121,,,,10363,William Woodward (South Carolina),False
Yancey,Bartlett,,,,,1785-02-19,M,rep,NC,9,,Republican,,,,,,,,,,Y000001,,,,,,411935,,,,10409,Bartlett Yancey,False
Yates,John,Barentse,,,,1784-02-01,M,rep,NY,13,,Republican,,,,,,,,,,Y000009,,,,,,411943,,,,10417,John B. Yates,False
Ashmun,Eli,Porter,,,,1770-06-24,M,sen,MA,,1,Federalist,,,,,,,,,,A000317,,,,,,400963,,,,271,Eli P. Ashmun,False
Hanson,Alexander,Contee,,,,1786-02-27,M,sen,MD,,1,Federalist,,,,,,,,,,H000176,,,,,,405057,,,,4044,Alexander Contee Hanson,False
Hardin,Martin,D.,,,,1780-06-21,M,sen,KY,,2,Federalist,,,,,,,,,,H000186,,,,,,405067,,,,4054,Martin D. Hardin,False
Harper,Robert,Goodloe,,,,,M,sen,MD,,1,Federalist,,,,,,,,,,H000225,,,,,,405103,,,,4090,Robert Goodloe Harper,False
Mason,Armistead,Thomson,,,,1787-08-04,M,sen,VA,,2,Republican,,,,,,,,,,M000213,,,,,,407231,,,,6050,Armistead Thomson Mason,False
Stokes,Montfort,,,,,1762-03-12,M,sen,NC,,2,Republican,,,,,,,,,,S000949,,,,,,410408,,,,8971,Montfort Stokes,False
Monroe,James,,,,,1758-04-28,M,sen,VA,,1,Anti-Administration,,,,,,,,,,M000858,,,,,,407829,,,,6594,James Monroe,False
Allen,Heman,,,of Colchester,,1779-02-23,M,rep,VT,0,,Republican,,,,,,,,,,A000122,,,,,,400778,,,,107,Heman Allen (of Colchester),False
Anderson,William,,,,,,M,rep,PA,1,,Republican,,,,,,,,,,A000235,,,,,,400863,,,,184,William Anderson (Pennsylvania),False
Austin,Archibald,,,,,1772-08-11,M,rep,VA,16,,Republican,,,,,,,,,,A000340,,,,,,400990,,,,294,Archibald Austin,False
Bellinger,Joseph,,,,,,M,rep,SC,4,,Republican,,,,,,,,,,B000350,,,,,,401342,,,,616,Joseph Bellinger,False
Bennet,Benjamin,,,,,1764-10-31,M,rep,NJ,-1,,Republican,,,,,,,,,,B000368,,,,,,401360,,,,630,Benjamin Bennet,False
Blount,William,Grainger,,,,,M,rep,TN,2,,Republican,,,,,,,,,,B000571,,,,,,401544,,,,807,William Grainger Blount,False
Boss,John,Linscom,Jr.,,,1780-09-07,M,rep,RI,-1,,Federalist,,,,,,,,,,B000650,,,,,,401614,,,,870,John Linscom Boss Jr.,False
Bryan,Joseph,Hunter,,,,1782-04-09,M,rep,NC,2,,Republican,,,,,,,,,,B000990,,,,,,401942,,,,1175,Joseph Hunter Bryan,False
Burrill,James,,Jr.,,,1772-04-25,M,sen,RI,,2,Federalist,,,,,,,,,,B001137,,,,,,402080,,,,1305,James Burrill Jr.,False
Claiborne,Thomas,,,,,1780-05-17,M,rep,TN,5,,Republican,,,,,,,,,,C000407,,,,,,402546,,,,1740,Thomas Claiborne (1780–1856),False
Claiborne,William,Charles Cole,,,,,M,sen,LA,,2,Democratic Republican,,,,,,,,,,C000408,,,,,,402547,,,,1741,William C. C. Claiborne,False
Colston,Edward,,,,,1786-12-25,M,rep,VA,2,,Federalist,,,,,,,,,,C000650,,,,,,402778,,,,1956,Edward Colston (U.S. Representative),False
Comstock,Oliver,Cromwell,,,,1780-03-01,M,rep,NY,20,,Republican,,,,,,,,,,C000664,,,,,,402791,,,,1969,Oliver C. Comstock,False
Cook,Zadock,,,,,1769-02-18,M,rep,GA,-1,,Republican,,,,,,,,,,C000728,,,,,,402850,,,,2026,Zadock Cook,False
Cruger,Daniel,,,,,1780-12-22,M,rep,NY,20,,Republican,,,,,,,,,,C000954,,,,,,403066,,,,2221,Daniel Cruger,False
Cushman,John,Paine,,,,1784-03-08,M,rep,NY,10,,Federalist,,,,,,,,,,C001019,,,,,,403126,,,,2280,John P. Cushman,False
Darlington,Isaac,,,,,1781-12-13,M,rep,PA,2,,Federalist,,,,,,,,,,D000057,,,,,,403196,,,,2341,Isaac Darlington,False
Desha,Joseph,,,,,1768-12-09,M,rep,KY,4,,Republican,,,,,,,,,,D000271,,,,,,403406,,,,2527,Joseph Desha,False
Drake,John,Reuben,,,,1782-11-28,M,rep,NY,15,,Republican,,,,,,,,,,D000485,,,,,,403593,,,,2716,John R. Drake,False
Ellicott,Benjamin,,,,,1765-04-17,M,rep,NY,21,,Republican,,,,,,,,,,E000118,,,,,,403809,,,,2907,Benjamin Ellicott,False
Eppes,John,Wayles,,,,1773-04-19,M,sen,VA,,2,Republican,,,,,,,,,,E000197,,,,,,403884,,,,2977,John Wayles Eppes,False
Fisk,James,,,,,1763-10-04,M,sen,VT,,3,Republican,,,,,,,,,,F000154,,,,,,404109,,,,3173,James Fisk (politician),False
Forney,Daniel,Munroe,,,,,M,rep,NC,11,,Republican,,,,,,,,,,F000278,,,,,,404228,,,,3281,Daniel Munroe Forney,False
Gage,Joshua,,,,,1763-08-07,M,rep,MA,19,,Republican,,,,,,,,,,G000003,,,,,,404380,,,,3421,Joshua Gage,False
Gilbert,Sylvester,,,,,1755-10-20,M,rep,CT,-1,,Republican,,,,,,,,,,G000178,,,,,,404544,,,,3578,Sylvester Gilbert,False
Goodwyn,Peterson,,,,,,M,rep,VA,19,,Republican,,,,,,,,,,G000306,,,,,,404665,,,,3691,Peterson Goodwyn,False
Hale,Salma,,,,,1787-03-07,M,rep,NH,-1,,Republican,,,,,,,,,,H000038,,,,,,404923,,,,3926,Salma Hale,False
Hasbrouck,Josiah,,,,,1755-03-05,M,rep,NY,7,,Republican,,,,,,,,,,H000314,,,,,,405187,,,,4169,Josiah Hasbrouck,False
Herbert,John,Carlyle,,,,1775-08-16,M,rep,MD,2,,Federalist,,,,,,,,,,H000525,,,,,,405388,,,,4350,John Carlyle Herbert,False
Hitchcock,Peter,,,,,1781-10-19,M,rep,OH,6,,Republican,,,,,,,,,,H000647,,,,,,405502,,,,4456,Peter Hitchcock,False
Hogg,Samuel,,,,,1783-04-18,M,rep,TN,4,,Republican,,,,,,,,,,H000705,,,,,,405558,,,,4508,Samuel E. Hogg,False
Holmes,Uriel,,,,,1764-08-26,M,rep,CT,-1,,Federalist,,,,,,,,,,H000743,,,,,,405594,,,,4540,Uriel Holmes,False
Hopkinson,Joseph,,,,,1770-11-12,M,rep,PA,1,,Federalist,,,,,,,,,,H000784,,,,,,405634,,,,4577,Joseph Hopkinson,False
Hunter,William,,,,,1754-01-03,M,rep,VT,0,,Republican,,,,,,,,,,H000990,,,,,,405832,,,,4761,William Hunter (Vermont politician),False
Huntington,Ebenezer,,,,,1754-12-26,M,rep,CT,-1,,Federalist,,,,,,,,,,H000996,,,,,,405836,,,,4767,Ebenezer Huntington,False
Irving,William,,,,,1766-08-15,M,rep,NY,2,,Republican,,,,,,,,,,I000038,,,,,,405895,,,,4823,William Irving (New York),False
Kirtland,Dorrance,,,,,1770-07-28,M,rep,NY,8,,Republican,,,,,,,,,,K000243,,,,,,406402,,,,5300,Dorrance Kirtland,False
Lawyer,Thomas,,,,,1785-10-14,M,rep,NY,13,,Republican,,,,,,,,,,L000147,,,,,,406652,,,,5524,Thomas Lawyer,False
Leake,Walter,,,,,1762-05-25,M,sen,MS,,1,Republican,,,,,,,,,,L000177,,,,,,406679,,,,5542,Walter Leake,False
Lewis,William,J.,,,,1766-07-04,M,rep,VA,15,,Republican,,,,,,,,,,L000297,,,,,,406792,,,,5651,William J. Lewis,False
Maclay,William,,,,,1765-03-22,M,rep,PA,5,,Republican,,,,,,,,,,M000030,,,,,,407059,,,,5892,William Maclay (Pennsylvania representative),False
Marr,George,Washington Lent,,,,1779-05-25,M,rep,TN,6,,Republican,,,,,,,,,,M000142,,,,,,407165,,,,5990,George Washington Lent Marr,False
Mason,James,Brown,,,,,M,rep,RI,-1,,Federalist,,,,,,,,,,M000215,,,,,,407233,,,,6052,James Brown Mason,False
McMillan,Alexander,,,,,,M,rep,NC,-1,,,,,,,,,,,,M000564,,,,,,412076,,,,,Alexander McMillan,False
Middleton,Henry,,,,,1770-09-28,M,rep,SC,1,,Republican,,,,,,,,,,M000699,,,,,,407683,,,,6462,Henry Middleton (governor),False
Morril,David,Lawrence,,,,1772-06-10,M,sen,NH,,2,Republican,,,,,,,,,,M000966,,,,,,407934,,,,6693,David L. Morril,False
Mumford,George,,,,,,M,rep,NC,10,,Republican,,,,,,,,,,M001075,,,,,,412081,,,,6793,George Mumford,False
Nelson,Thomas,Maduit,,,,1782-09-27,M,rep,VA,18,,Republican,,,,,,,,,,N000043,,,,,,408133,,,,6874,Thomas M. Nelson,False
Nesbitt,Wilson,,,,,,M,rep,SC,8,,Republican,,,,,,,,,,N000049,,,,,,412083,,,,6879,Wilson Nesbitt,False
Ogden,David,A.,,,,1770-01-10,M,rep,NY,18,,Federalist,,,,,,,,,,O000043,,,,,,408326,,,,7031,David A. Ogden,False
Ogle,Alexander,,,,,1766-08-10,M,rep,PA,8,,Republican,,,,,,,,,,O000045,,,,,,408328,,,,7033,Alexander Ogle,False
Orr,Benjamin,,,,,1772-12-01,M,rep,MA,16,,Federalist,,,,,,,,,,O000102,,,,,,408359,,,,7085,Benjamin Orr (Massachusetts politician),False
Otis,Harrison,Gray,,,,1765-10-08,M,sen,MA,,2,Federalist,,,,,,,,,,O000127,,,,,,408380,,,,7108,Harrison Gray Otis (politician),False
Owen,James,,,,,1784-12-07,M,rep,NC,5,,Republican,,,,,,,,,,O000151,,,,,,408402,,,,7131,James Owen (American politician),False
Pawling,Levi,,,,,1773-07-25,M,rep,PA,2,,Federalist,,,,,,,,,,P000147,,,,,,408552,,,,7270,Levi Pawling,False
Pegram,John,,,,,1773-11-16,M,rep,VA,19,,Republican,,,,,,,,,,P000189,,,,,,408593,,,,7307,John Pegram,False
Pitkin,Timothy,,,,,1766-01-21,M,rep,CT,-1,,Federalist,,,,,,,,,,P000368,,,,,,408764,,,,7469,Timothy Pitkin,False
Pope,Nathaniel,,,,,1784-01-05,M,rep,IL,-1,,,,,,,,,,,,P000432,,,,,,408823,,,,,Nathaniel Pope,False
Porter,James,,,,,1787-04-18,M,rep,NY,19,,Republican,,,,,,,,,,P000442,,,,,,408833,,,,7536,James Porter (New York politician),False
Rice,Thomas,,,,,1768-03-30,M,rep,MA,18,,Federalist,,,,,,,,,,R000204,,,,,,409180,,,,7860,Thomas Rice (1768),False
Robertson,Thomas,Bolling,,,,1779-02-27,M,rep,LA,1,,Republican,,,,,,,,,,R000326,,,,,,409297,,,,7966,Thomas B. Robertson,False
Ross,John,,,,,1770-02-24,M,rep,PA,6,,Republican,,,,,,,,,,R000449,,,,,,409413,,,,8071,John Ross (representative),False
Ruggles,Nathaniel,,,,,1761-11-11,M,rep,MA,13,,Federalist,,,,,,,,,,R000503,,,,,,409462,,,,8110,Nathaniel Ruggles,False
Savage,John,,,,,1779-02-22,M,rep,NY,12,,Republican,,,,,,,,,,S000082,,,,,,409594,,,,8231,John Savage (Congressman),False
Schuyler,Philip,Jeremiah,,,,1768-01-21,M,rep,NY,5,,Federalist,,,,,,,,,,S000153,,,,,,409660,,,,8281,Philip Jeremiah Schuyler,False
Scudder,Tredwell,,,,,1778-01-01,M,rep,NY,1,,Republican,,,,,,,,,,S000203,,,,,,409708,,,,8327,Tredwell Scudder,False
Seybert,Adam,,,,,1773-05-16,M,rep,PA,1,,Republican,,,,,,,,,,S000264,,,,,,409765,,,,8381,Adam Seybert,False
Sherwood,Samuel,Burr,,,,1767-11-26,M,rep,CT,-1,,Federalist,,,,,,,,,,S000357,,,,,,409853,,,,8465,Samuel B. Sherwood,False
Spangler,Jacob,,,,,1767-11-28,M,rep,PA,4,,Republican,,,,,,,,,,S000700,,,,,,410171,,,,8763,Jacob Spangler,False
Speed,Thomas,,,,,1768-10-25,M,rep,KY,10,,Republican,,,,,,,,,,S000710,,,,,,410180,,,,8772,Thomas Speed,False
Spencer,John,Canfield,,,,1788-01-08,M,rep,NY,21,,Republican,,,,,,,,,,S000727,,,,,,410196,,,,8787,John Canfield Spencer,False
Stewart,James,,,,,1775-11-11,M,rep,NC,7,,Federalist,,,,,,,,,,S000909,,,,,,410370,,,,8935,James Stewart (North Carolina),False
Storer,Clement,,,,,1760-09-20,M,sen,NH,,3,Republican,,,,,,,,,,S000972,,,,,,410431,,,,8993,Clement Storer,False
Strong,Solomon,,,,,1780-03-02,M,rep,MA,12,,Federalist,,,,,,,,,,S001017,,,,,,410474,,,,9036,Solomon Strong,False
Stuart,Philip,,,,,,M,rep,MD,1,,Federalist,,,,,,,,,,S001036,,,,,,410492,,,,9055,Philip Stuart,False
Tallmadge,James,,Jr.,,,1778-01-28,M,rep,NY,4,,Republican,,,,,,,,,,T000031,,,,,,410620,,,,9171,James Tallmadge Jr.,False
Terry,Nathaniel,,,,,1768-01-30,M,rep,CT,-1,,Federalist,,,,,,,,,,T000135,,,,,,410717,,,,9263,Nathaniel Terry,False
Townsend,George,,,,,,M,rep,NY,1,,Republican,,,,,,,,,,T000333,,,,,,410904,,,,9437,George Townsend (politician),False
Tucker,Henry,St. George,,,,1780-12-29,M,rep,VA,3,,Republican,,,,,,,,,,T000398,,,,,,410967,,,,9497,Henry St. George Tucker Sr.,False
Westerlo,Rensselaer,,,,,1776-04-29,M,rep,NY,9,,Federalist,,,,,,,,,,W000309,,,,,,411473,,,,9967,Rensselaer Westerlo,False
Whiteside,John,,,,,,M,rep,PA,3,,Republican,,,,,,,,,,W000412,,,,,,411572,,,,10062,John Whiteside,False
Wilkin,James,Whitney,,,,,M,rep,NY,6,,Republican,,,,,,,,,,W000472,,,,,,411629,,,,10117,James W. Wilkin,False
Williams,John,,,,,1778-01-29,M,sen,TN,,2,Republican,,,,,,,,,,W000516,,,,,,411672,,,,10160,John Williams (Tennessee),False
Williams,Thomas,Scott,,,,1777-06-26,M,rep,CT,-1,,Federalist,,,,,,,,,,W000541,,,,,,411697,,,,10183,Thomas Scott Williams,False
Wilson,John,,,,,1777-01-10,M,rep,MA,17,,Federalist,,,,,,,,,,W000598,,,,,,411752,,,,10238,John Wilson (Massachusetts),False
Wilson,William,,,,,,M,rep,PA,10,,Republican,,,,,,,,,,W000618,,,,,,412120,,,,10257,William Wilson (Pennsylvania),False
Edwards,Ninian,,,,,1775-03-17,M,sen,IL,,3,Republican,,,,,,,,,,E000078,,,,,,403770,,,,2871,Ninian Edwards,False
Mellen,Prentiss,,,,,1764-10-11,M,sen,MA,,1,Federalist,,,,,,,,,,M000636,,,,,,407623,,,,6410,Prentiss Mellen,False
Palmer,William,Adams,,,,1781-09-12,M,sen,VT,,3,Republican,,,,,,,,,,P000045,,,,,,408455,,,,7182,William A. Palmer,False
Adams,Benjamin,,,,,1764-12-16,M,rep,MA,11,,Federalist,,,,,,,,,,A000030,,,,,,400691,,,,24,Benjamin Adams (politician),False
Allen,Nathaniel,,,,,,M,rep,NY,21,,Republican,,,,,,,,,,A000140,,,,,,400796,,,,122,Nathaniel Allen,False
Anderson,Richard,Clough,Jr.,,,1788-08-04,M,rep,KY,8,,Republican,,,,,,,,,,A000230,,,,,,400857,,,,179,Richard Clough Anderson Jr.,False
Archer,Stevenson,,,,,1786-10-11,M,rep,MD,6,,Republican,,,,,,,,,,A000273,,,,,,400912,,,,223,Stevenson Archer (1786–1848),False
Baker,Caleb,,,,,,M,rep,NY,20,,Republican,,,,,,,,,,B000056,,,,,,401061,,,,358,Caleb Baker,False
Bloomfield,Joseph,,,,,1753-10-18,M,rep,NJ,-1,,Republican,,,,,,,,,,B000566,,,,,,401539,,,,803,Joseph Bloomfield,False
Boden,Andrew,,,,,,M,rep,PA,5,,Republican,,,,,,,,,,B000583,,,,,,412018,,,,816,Andrew Boden,False
Brevard,Joseph,,,,,1766-07-19,M,rep,SC,9,,Republican,,,,,,,,,,B000808,,,,,,401765,,,,1013,Joseph Brevard,False
Brown,James,,,,,1766-09-11,M,sen,LA,,3,Republican,,,,,,,,,,B000921,,,,,,401876,,,,1111,James Brown (Louisiana politician),False
Brown,William,,,,,1779-04-19,M,rep,KY,3,,Republican,,,,,,,,,,B000947,,,,,,401900,,,,1136,William Brown (congressman),False
Brush,Henry,,,,,,M,rep,OH,3,,Republican,,,,,,,,,,B000983,,,,,,401935,,,,1168,Henry Brush,False
Buffum,Joseph,,Jr.,,,1784-09-23,M,rep,NH,-1,,Republican,,,,,,,,,,B001042,,,,,,401992,,,,1221,"Joseph Buffum, Jr.",False
Burwell,William,Armisted,,,,1780-03-15,M,rep,VA,14,,Republican,,,,,,,,,,B001160,,,,,,402102,,,,1323,William A. Burwell,False
Butler,Thomas,,,,,1785-04-14,M,rep,LA,1,,Republican,,,,,,,,,,B001190,,,,,,402132,,,,1350,Thomas Butler (Louisiana politician),False
Case,Walter,,,,,,M,rep,NY,6,,Republican,,,,,,,,,,C000222,,,,,,402368,,,,1571,Walter Case,False
Clagett,Clifton,,,,,1762-12-03,M,rep,NH,-1,,Republican,,,,,,,,,,C000399,,,,,,402538,,,,1732,Clifton Clagett,False
Clark,Robert,,,,,1777-06-12,M,rep,NY,8,,Republican,,,,,,,,,,C000449,,,,,,402587,,,,1780,Robert Clark (U.S. politician),False
Condit,John,,,,,1755-07-08,M,rep,NJ,-1,,Republican,,,,,,,,,,C000671,,,,,,402797,,,,1974,John Condit,False
Crawford,Joel,,,,,1783-06-15,M,rep,GA,-1,,Republican,,,,,,,,,,C000891,,,,,,403003,,,,2161,Joel Crawford,False
Crowell,John,,,,,1780-09-18,M,rep,AL,1,,Republican,,,,,,,,,,C000942,,,,,,403053,,,,2208,John Crowell (Alabama),False
Culbreth,Thomas,,,,,1786-04-13,M,rep,MD,7,,Republican,,,,,,,,,,C000967,,,,,,403078,,,,2233,Thomas Culbreth,False
Cuthbert,John,Alfred,,,,1788-06-03,M,rep,GA,-1,,Republican,,,,,,,,,,C001024,,,,,,403131,,,,2285,John Alfred Cuthbert,False
Davidson,William,,,,,1778-09-12,M,rep,NC,11,,Federalist,,,,,,,,,,D000087,,,,,,403224,,,,2369,William Davidson (congressman),False
De Witt,Jacob,Hasbrouck,,,,1784-10-02,M,rep,NY,7,,Republican,,,,,,,,,,D000287,,,,,,403329,,,,2548,Jacob H. De Witt,False
Dowse,Edward,,,,,1756-10-22,M,rep,MA,13,,Republican,,,,,,,,,,D000477,,,,,,403586,,,,2709,Edward Dowse,False
Earle,Elias,,,,,1762-06-19,M,rep,SC,7,,Republican,,,,,,,,,,E000007,,,,,,403703,,,,2813,Elias Earle,False
Elliott,John,,,,,1773-10-24,M,sen,GA,,3,Republican,,,,,,,,,,E000124,,,,,,403815,,,,2913,John Elliott (Georgia),False
Ervin,James,,,,,1778-10-17,M,rep,SC,3,,Republican,,,,,,,,,,E000209,,,,,,403896,,,,2985,James Ervin (politician),False
Fay,John,,,,,1773-02-10,M,rep,NY,14,,Republican,,,,,,,,,,F000052,,,,,,404012,,,,3086,John Fay (politician),False
Folger,Walter,,Jr.,,,1765-06-12,M,rep,MA,9,,Republican,,,,,,,,,,F000242,,,,,,404196,,,,3252,Walter Folger Jr.,False
Ford,William,Donnison,,,,,M,rep,NY,18,,Republican,,,,,,,,,,F000269,,,,,,404221,,,,3274,William Donnison Ford,False
Fullerton,David,,,,,1772-10-04,M,rep,PA,5,,Republican,,,,,,,,,,F000416,,,,,,404358,,,,3403,David Fullerton,False
Gray,John,Cowper,,,,,M,rep,VA,20,,Republican,,,,,,,,,,G000398,,,,,,404748,,,,3767,John C. Gray,False
Gross,Ezra,Carter,,,,1787-07-11,M,rep,NY,12,,Republican,,,,,,,,,,G000494,,,,,,404839,,,,3852,Ezra C. Gross,False
Guyon,James,,Jr.,,,1778-12-24,M,rep,NY,1,,Republican,,,,,,,,,,G000539,,,,,,404882,,,,3886,James Guyon Jr.,False
Hackley,Aaron,,Jr.,,,1783-05-06,M,rep,NY,17,,Republican,,,,,,,,,,H000006,,,,,,404891,,,,3896,"Aaron Hackley, Jr.",False
Hall,George,,,,,1770-05-12,M,rep,NY,19,,Republican,,,,,,,,,,H000051,,,,,,404936,,,,3938,George Hall (New York politician),False
Hall,Willard,,,,,1780-12-24,M,rep,DE,0,,Republican,,,,,,,,,,H000076,,,,,,404959,,,,3958,Willard Hall,False
Hazard,Nathaniel,,,,,,M,rep,RI,-1,,Republican,,,,,,,,,,H000415,,,,,,405281,,,,4253,Nathaniel Hazard,False
Herrick,Samuel,,,,,1779-04-14,M,rep,OH,4,,Republican,,,,,,,,,,H000542,,,,,,405404,,,,4366,Samuel Herrick (politician),False
Hibshman,Jacob,,,,,1772-01-31,M,rep,PA,3,,Republican,,,,,,,,,,H000558,,,,,,405420,,,,4381,Jacob Hibshman,False
Hiester,Joseph,,,,,1752-11-18,M,rep,PA,7,,Republican,,,,,,,,,,H000574,,,,,,405436,,,,4394,Joseph Hiester,False
Hostetter,Jacob,,,,,1754-05-09,M,rep,PA,4,,Republican,,,,,,,,,,H000806,,,,,,405655,,,,4596,Jacob Hostetter,False
Johnson,James,,,,,,M,rep,VA,20,,Republican,,,,,,,,,,J000142,,,,,,412058,,,,4964,James Johnson (Virginia congressman),False
Kendall,Jonas,,,,,1757-10-27,M,rep,MA,12,,Federalist,,,,,,,,,,K000093,,,,,,406261,,,,5167,Jonas Kendall,False
King,Rufus,,,,,1755-03-24,M,sen,NY,,3,Federalist,,,,,,,,,,K000212,,,,,,406372,,,,5270,Rufus King,False
Kinsey,Charles,,,,,,M,rep,NJ,-1,,Republican,,,,,,,,,,K000227,,,,,,406386,,,,5284,Charles Kinsey,False
Kinsley,Martin,,,,,1754-06-02,M,rep,MA,17,,Republican,,,,,,,,,,K000230,,,,,,406389,,,,5287,Martin Kinsley,False
Lanman,James,,,,,1767-06-14,M,sen,CT,,3,Republican,,,,,,,,,,L000083,,,,,,406592,,,,5465,James Lanman,False
Linn,John,,,,,1763-12-03,M,rep,NJ,-1,,Republican,,,,,,,,,,L000337,,,,,,406830,,,,5688,John Linn (politician),False
Logan,William,,,,,1776-12-08,M,sen,KY,,3,Republican,,,,,,,,,,L000405,,,,,,406896,,,,5748,William Logan (Kentuckian),False
Lowrie,Walter,,,,,1784-12-10,M,sen,PA,,3,Republican,,,,,,,,,,L000485,,,,,,406973,,,,5817,Walter Lowrie (politician),False
Lyman,Joseph,Stebbins,,,,1785-02-14,M,rep,NY,15,,Republican,,,,,,,,,,L000527,,,,,,407011,,,,5849,Joseph S. Lyman,False
Maclay,William,Plunkett,,,,1774-08-23,M,rep,PA,9,,Republican,,,,,,,,,,M000033,,,,,,407061,,,,5894,William Plunkett Maclay,False
Marchand,David,,,,,1776-12-10,M,rep,PA,11,,Republican,,,,,,,,,,M000124,,,,,,407148,,,,5976,David Marchand,False
Mason,Jonathan,,,,,1756-09-12,M,rep,MA,1,,Federalist,,,,,,,,,,M000221,,,,,,407239,,,,6058,Jonathan Mason (Massachusetts politician),False
McCreary,John,,,,,,M,rep,SC,8,,Republican,,,,,,,,,,M000383,,,,,,412167,,,,6195,John McCreary,False
McCullough,Thomas,Grubb,,,,1785-04-20,M,rep,PA,5,,Federalist,,,,,,,,,,M000396,,,,,,407397,,,,6207,Thomas Grubb McCullough,False
McLean,Alney,,,,,1779-06-10,M,rep,KY,5,,Republican,,,,,,,,,,M000544,,,,,,407536,,,,6332,Alney McLean,False
Meigs,Henry,,,,,1782-10-28,M,rep,NY,2,,Republican,,,,,,,,,,M000632,,,,,,407619,,,,6407,Henry Meigs,False
Merrill,Orsamus,Cook,,,,1775-06-18,M,rep,VT,0,,Republican,,,,,,,,,,M000657,,,,,,407643,,,,6430,Orsamus Cook Merrill,False
Moore,Robert,,,,,1778-03-30,M,rep,PA,15,,Republican,,,,,,,,,,M000913,,,,,,407885,,,,6647,Robert Moore (Pennsylvania politician),False
Morton,Marcus,,,,,1784-12-19,M,rep,MA,10,,Republican,,,,,,,,,,M001019,,,,,,407986,,,,6743,Marcus Morton,False
Moseley,Jonathan,Ogden,,,,1762-04-09,M,rep,CT,-1,,Republican,,,,,,,,,,M001023,,,,,,407990,,,,6746,Jonathan O. Moseley,False
Murray,John,,,,,,M,rep,PA,10,,Republican,,,,,,,,,,M001109,,,,,,408073,,,,6821,John Murray (congressman),False
Parker,James,,,,,,M,rep,MA,18,,Republican,,,,,,,,,,P000060,,,,,,408470,,,,7194,James Parker (Massachusetts),False
Parker,Severn,Eyre,,,,1787-07-19,M,rep,VA,13,,Republican,,,,,,,,,,P000072,,,,,,408482,,,,7205,Severn E. Parker,False
Parrott,John,Fabyan,,,,1767-08-08,M,sen,NH,,3,Republican,,,,,,,,,,P000084,,,,,,408494,,,,7216,John Fabyan Parrott,False
Peek,Harmanus,,,,,1782-06-24,M,rep,NY,13,,Republican,,,,,,,,,,P000183,,,,,,408587,,,,7301,Harmanus Peek,False
Philson,Robert,,,,,,M,rep,PA,8,,Republican,,,,,,,,,,P000316,,,,,,408715,,,,7421,Robert Philson,False
Pinckney,Charles,,,,,1757-10-26,M,rep,SC,1,,Republican,,,,,,,,,,P000354,,,,,,408751,,,,7455,Charles Pinckney (governor),False
